,job_title,company,job_location,country,location_type,skills,job_link,employment_type
7854,AWS DevOPS Engineer,Apexon,"plano, tx",United States,International,"['software development life cycle', 'public cloud', 'terraform', 'python', 'aws', 'cd', 'restful apis', 'microservices', 'automation', 'java', 'bdd', 'training']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-apexon-3764555898?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=FnBa5%2F5H4g0Q0PEgRcyrFQ%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
7855,DevOps Engineer,Ontic,"austin, tx",United States,International,"['jenkins', 'sla', 'kubernetes', 'python', 'aws', 'empathy', 'gcp', 'networking', 'elasticsearch', 'go', 'scripting', 'docker', 'version control', 'prometheus', 'cloud migration', 'grafana', 'ansible', 'terraform', 'linux', 'cd', 'security', 'monitoring', 'shell scripting', 'knowledge sharing']",https://www.linkedin.com/jobs/view/devops-engineer-at-ontic-3770359044?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=%2BHk5gwaTzYdR1ELJhvnscQ%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
7856,Senior Cloud DevOps Engineer,Mendel.ai,"san jose, ca",United States,International,"['ml', 'data analysis', 'marketing', 'communication', 'ai', 'training', 'machine learning', 'research', 'san', 'leadership']",https://www.linkedin.com/jobs/view/senior-cloud-devops-engineer-at-mendel-ai-3759373773?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=0KgVmgmAr1zFRryj4j21yA%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7857,"DevOps Staff Engineer, Core Platform Group",BigPanda,united states,United States,International,"['aiops', 'kubernetes', 'python', 'aws', 'pandas', 'mentoring', 'leadership', 'iac', 'go', 'elasticsearch', 'docker', 'coaching', 'incident management', 'base', 'terraform', 'cd', 'security', 'ai', 'adaptability']",https://www.linkedin.com/jobs/view/devops-staff-engineer-core-platform-group-at-bigpanda-3764601215?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=yo2ZkXzGxHN03MuZvDgssg%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7858,DevOps Engineer,Tree Top Staffing LLC,"los angeles, ca",United States,International,"['sql', 'python']",https://www.linkedin.com/jobs/view/devops-engineer-at-tree-top-staffing-llc-3780826869?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=cOT5LDi7CxZa%2F5j0RfSpZQ%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
7859,Staff DevOps Engineer,ActiveProspect,"austin, tx",United States,International,"['apache kafka', 'kubernetes', 'python', 'aws', 'serverless', 'saas', 'networking', 'microservices', 'containerization', 'docker', 'decision making', 'infrastructure as code', 'marketing', 'ansible', 'javascript', 'terraform', 'customer acquisition', 'linux', 'gdpr', 'cd', 'security', 'communication', 'automation', 'budgeting', 'monitoring', 'git']",https://www.linkedin.com/jobs/view/staff-devops-engineer-at-activeprospect-3765999963?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=ut3T8ncww4%2FlCiGoyYvwyQ%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7860,Senior DevOps Engineer,Together AI,san francisco bay area,United States,International,"['puppet', 'kubernetes', 'python', 'artificial intelligence', 'chef', 'c++', 'go', 'pytorch', 'orchestration', 'java', 'containerization', 'training', 'blockchain', 'gpu programming', 'gpu', 'problem solving', 'tensorflow', 'ansible', 'base', 'terraform', 'linux', 'cd', 'automation', 'ai', 'research']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-together-ai-3636548114?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=CX%2FPXx9qQqeYaPZMLw58QA%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
7861,"Sr Specialist, Software / DevOps / AWS",Jobs for Humanity,"colorado springs, co",United States,International,"['iac', 'agile', 'puppet', 'virtual machine', 'kubernetes', 'aws', 'amazon web services', 'linux', 'cd', 'continuous delivery', 'security', 'automation', 'training', 'containerization', 'ansible']",https://www.linkedin.com/jobs/view/sr-specialist-software-devops-aws-at-jobs-for-humanity-3768547353?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=%2Fl8%2FY9f%2FuuQmk54A1Wi7QQ%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card,Full-time
7862,Lead Azure DevOps Engineer - US,Zortech Solutions,"acton, ma",United States,International,"['jenkins', 'kubernetes', 'python', 'sql', 'orchestration', 'scripting', 'containerization', 'docker', 'azure', 'version control', 'infrastructure as code', 'ansible', 'terraform', 'cd', 'paas', 'security', 'data lakes', 'automation', 'monitoring', 'git']",https://www.linkedin.com/jobs/view/lead-azure-devops-engineer-us-at-zortech-solutions-3733278909?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=cXvJcyNgrosAOdQCIdnZNA%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7863,Azure DevOps Specialist with Migration experience,Parin Technologies,united states,United States,International,"['version control', 'azure', 'cd', 'research']",https://www.linkedin.com/jobs/view/azure-devops-specialist-with-migration-experience-at-parin-technologies-3760327557?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=z%2BgmiHzuEt%2BPVK21l4WdFA%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card,Full-time
7864,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","littleton, co",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771569270?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=2%2FCWbcsaM6xa9PEFOWKZGg%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7865,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","greenville, sc",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771572108?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=PlS2VPRkmGAtFenwWhTFeQ%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
7866,Devops Engineer,NumbersUSA,"arlington, va",United States,International,"['agile', 'sql', 'kubernetes', 'python', 'aws', 'change management', 'cd', 'security', 'communication', 'orchestration', 'scripting', 'monitoring', 'docker', 'leadership']",https://www.linkedin.com/jobs/view/devops-engineer-at-numbersusa-3771397716?refId=0wSiU2Rcey3q%2BnEtLuDbLQ%3D%3D&trackingId=An4R906Ie5cq%2Fg3g%2Bg3ROg%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
7867,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","littleton, co",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771569270?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=46L71EkW84uqELHuXO3ReA%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7868,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","greenville, sc",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771572108?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=bOLdhK6Kcw%2FkWP0b%2FApghQ%3D%3D&position=2&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
7869,Devops Engineer,NumbersUSA,"arlington, va",United States,International,"['agile', 'sql', 'kubernetes', 'python', 'aws', 'change management', 'cd', 'security', 'communication', 'orchestration', 'scripting', 'monitoring', 'docker', 'leadership']",https://www.linkedin.com/jobs/view/devops-engineer-at-numbersusa-3771397716?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=%2BKrsUCdbvLWQMUGJPKObww%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7870,Senior DevOps Engineer,Paradigm Nat'l,united states,United States,International,"['load balancing', 'aws', 'leadership', 'clustering', 'iac', 'project management', 'networking', 'presentation skills', 'incident response', 'orchestration', 'microservices', 'scripting', 'training', 'containerization', 'docker', 'version control', 'conflict resolution', 'teamwork', 'decision making', 'infrastructure as code', 'problem solving', 'collaboration', 'agile methodology', 'agile', 'javascript', 'terraform', 'cd', 'security', 'communication', 'automation', 'monitoring']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-paradigm-nat-l-3776648693?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=0ZVEvPZiIAamgmZ2TPkdjw%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
7871,Junior DevOps Engineer (contract),Capgemini,"minneapolis–saint paul, wi",United States,International,"['jira', 'operating system', 'jenkins', 'python', 'linux', 'cd', 'os', 'communication', 'automation', 'scripting', 'shell scripting', 'ansible']",https://www.linkedin.com/jobs/view/junior-devops-engineer-contract-at-capgemini-3766869332?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=NRb6lSYeClgdQmY6EG2gHQ%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
7872,DevOps Engineer,Tree Top Staffing LLC,"rockford, il",United States,International,"['sql', 'python']",https://www.linkedin.com/jobs/view/devops-engineer-at-tree-top-staffing-llc-3780830623?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=7SAIjimF20pCHIOkUOYwwQ%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7873,Devops Engineer,IVY TECH SOLUTIONS INC,"chicago, il",United States,International,"['agile', 'jenkins', 'presentation skills', 'python', 'aws', 'go', 'collaboration', 'security', 'continuous delivery', 'automation', 'cd', 'scripting', 'docker', 'java', 'process improvement', 'research', 'k8s']",https://www.linkedin.com/jobs/view/devops-engineer-at-ivy-tech-solutions-inc-3667180147?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=PLqYoGc9WLmdKWH%2BZkACPg%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
7874,Sr Site Reliability Engineer,Tech Mahindra,"cincinnati, oh",United States,International,"['version control', 'azure', 'incident management', 'communication', 'microservices', 'automation', 'monitoring', 'containerization', 'leadership']",https://www.linkedin.com/jobs/view/sr-site-reliability-engineer-at-tech-mahindra-3763907077?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=iK6rNUYimfQkT%2BOVYzlOHw%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
7875,Cloud Infra Engineer,LTIMindtree,"austin, tx",United States,International,"['puppet', 'kubernetes', 'python', 'aws', 'chef', 'networking', 'orchestration', 'scripting', 'training', 'docker', 'customer service', 'azure', 'conflict resolution', 'sales', 'agile', 'terraform', 'mentorship', 'communication', 'automation']",https://www.linkedin.com/jobs/view/cloud-infra-engineer-at-ltimindtree-3779823489?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=5kED%2Fqi5zkleImXSXQpKmA%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
7876,Senior DevOps Engineer,"Delphi-US, LLC","chicago, il",United States,International,"['software development life cycle', 'prometheus', 'agile', 'hybrid cloud', 'terraform', 'kubernetes', 'python', 'cd', 'security', 'communication', 'automation', 'java', 'monitoring', 'regression', 'sdlc', 'k8s', 'ansible']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-delphi-us-llc-3766676698?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=qNJBh2rJy7TBMIj1b2UJpg%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7877,DevOps Software Intern,Shure Incorporated,"niles, il",United States,International,"['software development life cycle', 'c++', 'networking', 'python', 'sales', 'cd', 'os', 'automation', 'java']",https://www.linkedin.com/jobs/view/devops-software-intern-at-shure-incorporated-3771573771?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=JyJOYat%2Bzml1PaOh5yWEdw%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7878,Remote Role - Need Azure DevOps Consultant,Steneral Consulting,united states,United States,International,"['azure', 'cicd', 'aws', 'cd', 'security', 'training']",https://www.linkedin.com/jobs/view/remote-role-need-azure-devops-consultant-at-steneral-consulting-3758448774?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=lHqk9U20%2F3NVVmN5fZqVXA%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7879,Site Reliability Engineer,TileDB,"cambridge, ma",United States,International,"['azure', 'prometheus', 'http', 'terraform', 'c++', 'networking', 'kubernetes', 'python', 'infrastructure as code', 'linux', 'tcp', 'go', 'monitoring', 'redis']",https://www.linkedin.com/jobs/view/site-reliability-engineer-at-tiledb-3762926635?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=jbYqSH0RV4Bhogp%2BK9xuGQ%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7880,DevSecOps,engenium,"florida, united states",United States,International,"['devsecops', 'cloud security', 'puppet', 'kubernetes', 'gdpr', 'security', 'chef', 'automation', 'penetration testing', 'scripting', 'docker', 'containerization', 'ansible']",https://www.linkedin.com/jobs/view/devsecops-at-engenium-3762772355?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=AMCF5jRIoxxvKj5wJqS0iw%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7881,DevOps Engineer,Tree Top Staffing LLC,"milwaukee, wi",United States,International,"['sql', 'python']",https://www.linkedin.com/jobs/view/devops-engineer-at-tree-top-staffing-llc-3780828749?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=T%2BCX4rBENJpk6ijZTpcW3w%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7882,Vice President of IT Infrastructure,24 Seven Talent,new york city metropolitan area,United States,International,"['agile methodology', 'agile', 'monitoring', 'kpi', 'networking', 'excel', 'infrastructure as code', 'security', 'network security']",https://www.linkedin.com/jobs/view/vice-president-of-it-infrastructure-at-24-seven-talent-3763910540?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=O607lzhlZXv61vcshopiTw%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7883,Cloud Engineer,Parallel Consulting,new york city metropolitan area,United States,International,"['azure', 'iac', 'base', 'python', 'aws', 'infrastructure as code', 'cd', 'serverless', 'security', 'automation', 'scripting']",https://www.linkedin.com/jobs/view/cloud-engineer-at-parallel-consulting-3762967120?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=uPy2LsdQ7TD41f%2Fu%2Fdhi%2BA%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
7884,Manager of DevOps and Security (100% Remote),Max Tech Talent,united states,United States,International,"['devsecops', 'hipaa', 'azure', 'data pipeline', 'terraform', 'gcp', 'kubernetes', 'aws', 'security', 'training', 'docker', 'research', 'ansible']",https://www.linkedin.com/jobs/view/manager-of-devops-and-security-100%25-remote-at-max-tech-talent-3768912005?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=1wHw%2Bb0QJBt8Csi8CenzMA%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7885,DevOps Engineer,AVEVA,"philadelphia, pa",United States,International,"['azure', 'iac', 'terraform', 'kubernetes', 'infrastructure as code', 'security', 'orchestration', 'monitoring', 'containerization', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-at-aveva-3676958354?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=nTv9m%2B0uJi%2FdEkChiR8dvQ%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
7886,DevSecOps Engineer,Parallel Consulting,united states,United States,International,"['devsecops', 'azure', 'iac', 'team building', 'terraform', 'networking', 'ip', 'python', 'kubernetes', 'amazon web services', 'tcp', 'cd', 'google cloud platform', 'security', 'scripting', 'docker', 'cybersecurity', 'ansible']",https://www.linkedin.com/jobs/view/devsecops-engineer-at-parallel-consulting-3780555873?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=StgYIZYnvCU%2FHJZYdHGjrw%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7887,AWS DevOps Engineer,Virtusa,"indianapolis, in",United States,International,"['scripting', 'communication', 'python', 'aws']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-virtusa-3767143892?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=SPWuUv7mu2%2BBCKIIgP3hGg%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
7888,Cloud Operations Engineer,Bainbridge Health,"philadelphia, pa",United States,International,"['kubernetes', 'os', 'incident response', 'scripting', 'teamwork', 'google cloud platform', 'collaboration', 'terraform', 'mentorship', 'linux', 'cd', 'security', 'communication', 'automation', 'unix', 'monitoring', 'shell scripting', 'git', 'knowledge sharing']",https://www.linkedin.com/jobs/view/cloud-operations-engineer-at-bainbridge-health-3759817162?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=nvh6cZMsD7%2F3H8d4yHGfQg%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
7889,DevOps Engineer,Grid Dynamics,united states,United States,International,"['agile', 'cloud migration', 'infrastructure as code', 'linux', 'artificial intelligence', 'automation', 'big data', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-at-grid-dynamics-3743846406?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=CmWUGw9VXyAdcprxnZ%2F0SA%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
7890,Senior DevSecOps Engineer,Zealogics Inc,"alpharetta, ga",United States,International,"['public cloud', 'devsecops', 'puppet', 'jenkins', 'javascript', 'kubernetes', 'python', 'cd', 'security', 'automation', 'orchestration', 'java', 'docker', 'sdlc', 'san']",https://www.linkedin.com/jobs/view/senior-devsecops-engineer-at-zealogics-inc-3776632638?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=H8N8Ff4BOMUS0ofxN%2BhSTA%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
7891,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","lewisville, tx",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771578210?refId=iVYj%2BjcO4TWJjG4KzPTYrg%3D%3D&trackingId=KgrQgamxdJrpUJOruV4Cug%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
7892,Cloud Engineer,Parallel Consulting,"st louis, mo",United States,International,"['azure', 'iac', 'base', 'python', 'aws', 'infrastructure as code', 'cd', 'serverless', 'security', 'automation', 'scripting']",https://www.linkedin.com/jobs/view/cloud-engineer-at-parallel-consulting-3762966297?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=zlXlJYF3JAbHbWQGBDCxIg%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card,Part-time
7893,AWS Devops Engineer- US,Zortech Solutions,"santa barbara, ca",United States,International,"['jira', 'iac', 'jenkins', 'cicd', 'api gateway', 'vpn', 'terraform', 'networking', 'kubernetes', 'aws', 'elk stack', 'infrastructure as code', 'api', 'communication', 'docker']",https://www.linkedin.com/jobs/view/aws-devops-engineer-us-at-zortech-solutions-3757512267?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=Nbf%2FtaO5deDQV7NRaU6%2BLA%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7894,Devops Engineer,Cynet Systems,"bellevue, wa",United States,International,"['kubernetes', 'aws', 'cd', 'monitoring', 'docker', 'git']",https://www.linkedin.com/jobs/view/devops-engineer-at-cynet-systems-3758959526?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=gqcEYGXQlvu38MHN3ubWyA%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
7895,DevSecOps Engineer,"Take2 Consulting, LLC",united states,United States,International,"['jenkins', 'kubernetes', 'aws', 'application security testing', 'jira', 'iac', 'networking', 'scrum', 'containerization', 'devsecops', 'azure', 'infrastructure as code', 'collaboration', 'collaboration tools', 'ansible', 'agile', 'terraform', 'cd', 'security', 'automation', 'git']",https://www.linkedin.com/jobs/view/devsecops-engineer-at-take2-consulting-llc-3771717849?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=OHp20fq5LscWlz5LVlYoaQ%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7896,AWS Cloud Engineer,InterEx Group,united states,United States,International,"['public cloud', 'agile', 'gcp', 'aws', 'infrastructure as code', 'automation', 'research']",https://www.linkedin.com/jobs/view/aws-cloud-engineer-at-interex-group-3765424938?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=W%2BpkR3JhosBTVv3NjZryhg%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7897,Dev Ops Engineer,Clear Ballot Group,"boston, ma",United States,International,"['version control', 'azure', 'docker', 'gcp', 'kubernetes', 'python', 'aws', 'cd', 'collaboration', 'security', 'communication', 'scripting', 'monitoring', 'training', 'cybersecurity', 'research', 'containerization', 'network security']",https://www.linkedin.com/jobs/view/dev-ops-engineer-at-clear-ballot-group-3758740668?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=bYeqKutUGvd%2F5mjjTBl8kg%3D%3D&position=6&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7898,Devops Engineer,"Princeton IT Services, Inc","new york, ny",United States,International,"['azure', 'agile', 'kubernetes', 'cd', 'serverless', 'microservices']",https://www.linkedin.com/jobs/view/devops-engineer-at-princeton-it-services-inc-3584716650?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=c36U9MQJv56Hhn2oVkvD8Q%3D%3D&position=7&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7899,Sr DevOps Engineer,World Wide Technology,united states,United States,International,"['jira', 'jenkins', 'data pipeline', 'cd', 'communication', 'git']",https://www.linkedin.com/jobs/view/sr-devops-engineer-at-world-wide-technology-3775438713?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=gPy29iH28%2ByPK%2BIQ6DXUnQ%3D%3D&position=8&pageNum=15&trk=public_jobs_jserp-result_search-card,Part-time
7900,Sr DevOps Engineer,World Wide Technology,united states,United States,International,"['jira', 'jenkins', 'cd', 'communication', 'git']",https://www.linkedin.com/jobs/view/site-reliability-engineer-at-instabase-3748681847?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=gCt7xUe39L07JtrRUfKfyw%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
7901,DevOps Engineer,APARAVI,"columbus, oh",United States,International,"['sla', 'terraform', 'data governance', 'cd', 'continuous delivery', 'security', 'automation', 'attention to detail', 'ai', 'machine learning', 'leadership', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-at-aparavi-3762026306?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=hKSrXFtlHtmOD0hGePg7Ng%3D%3D&position=10&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7902,Sr. DevOps Engineer,Insight Global,"charlotte, nc",United States,International,"['load balancing', 'azure', 'kubernetes', 'sales', 'go', 'automation', 'docker', 'redis']",https://www.linkedin.com/jobs/view/sr-devops-engineer-at-insight-global-3760315070?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=E7gSUYTYOa%2BuP3RVpnqYog%3D%3D&position=11&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
7903,DevOps Engineer,Zoom,"california, united states",United States,International,"['jenkins', 'base', 'terraform', 'kubernetes', 'aws', 'linux', 'elk stack', 'go', 'cd', 'git', 'automation', 'orchestration', 'monitoring', 'training', 'docker', 'k8s', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-at-zoom-3763149905?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=GGxPnmY0uW85txbD84%2B2MA%3D%3D&position=12&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7904,DevOps Engineer,,,United States,International,"['jenkins', 'embedded systems', 'kubernetes', 'python', 'aws', 'tcp', 'continuous delivery', 'chef', 'redis', 'ip', 'matlab', 'docker', 'version control', 'ansible', 'terraform', 'linux', 'cd', 'automation', 'git']",https://www.linkedin.com/jobs/view/devops-engineer-at-programmer-resources-intl-inc-3760365286?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=Bdi8thWqoQrWEbQDkscgFA%3D%3D&position=13&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7905,Senior/Principal DevOps Engineer,Orbis,united states,United States,International,"['azure', 'terraform', 'gcp', 'kubernetes', 'aws', 'docker']",https://www.linkedin.com/jobs/view/senior-principal-devops-engineer-at-orbis-3779184907?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=K2asxrGEpEPEKxT08BcByw%3D%3D&position=14&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7906,DevOps Engineer,Tree Top Staffing LLC,"fort worth, tx",United States,International,"['sql', 'python']",https://www.linkedin.com/jobs/view/devops-engineer-at-tree-top-staffing-llc-3780831479?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=WKP7nBxPjWfM86mEO5kFJQ%3D%3D&position=15&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7907,DevOps / Solution Architect,Perficient,united states,United States,International,"['kubernetes', 'python', 'aws', 'continuous delivery', 'mentoring', 'leadership', 'gcp', 'site reliability engineering', 'scrum', 'training', 'azure', 'coaching', 'sales', 'network monitoring', 'classification', 'ansible', 'agile', 'base', 'terraform', 'mentorship', 'monitoring']",https://www.linkedin.com/jobs/view/devops-solution-architect-at-perficient-3775929057?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=6i0jQp4BLlmNZRsvwMKiwg%3D%3D&position=16&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
